date,P,D,E,CPI,Date_frac,long_int,P_r,D_r,E_r,P_E10,R_r,PD_r
197605,101.2,3.74,9.05,56.5,1976.37,7.9,388.03,14.33,34.71,11.53,-0.013900889,27.07815771
197606,101.8,3.76,9.25,56.8,1976.46,7.86,388.27,14.34,35.28,11.54,0.000618509,27.07601116
197607,104.2,3.79,9.35,57.1,1976.54,7.83,395.33,14.38,35.47,11.76,0.018183223,27.49165508
197608,103.3,3.82,9.45,57.4,1976.62,7.77,389.87,14.42,35.67,11.6,-0.013811246,27.03675451
197609,105.5,3.85,9.55,57.6,1976.71,7.59,396.79,14.48,35.92,11.81,0.017749506,27.40262431
197610,101.9,3.92,9.67,57.9,1976.79,7.41,381.26,14.65,36.18,11.35,-0.039139091,26.02457338
197611,101.2,3.98,9.79,58,1976.87,7.29,377.99,14.88,36.57,11.25,-0.008576824,25.40255376
197612,104.7,4.05,9.91,58.2,1976.96,6.87,389.72,15.08,36.89,11.6,0.031032567,25.84350133
197701,103.8,4.1,9.97,58.5,1977.04,7.21,384.39,15.17,36.91,11.44,-0.013676486,25.33882663
197702,101,4.14,10.02,59.1,1977.12,7.39,370.22,15.19,36.74,11.01,-0.036863602,24.37261356
197703,100.6,4.19,10.08,59.5,1977.21,7.46,366.28,15.26,36.7,10.9,-0.010642321,24.00262123
197704,99.05,4.25,10.19,60,1977.29,7.37,357.63,15.33,36.8,10.64,-0.023615813,23.32876712
197705,98.76,4.3,10.31,60.3,1977.37,7.46,354.81,15.46,37.03,10.55,-0.007885245,22.95019405
197706,99.29,4.36,10.42,60.7,1977.46,7.28,354.36,15.56,37.19,10.53,-0.001268284,22.77377892
197707,100.2,4.41,10.52,61,1977.54,7.33,355.85,15.65,37.35,10.57,0.004204764,22.73801917
197708,97.75,4.45,10.61,61.2,1977.62,7.4,346.02,15.76,37.57,10.27,-0.027623999,21.95558376
197709,96.23,4.5,10.71,61.4,1977.71,7.34,339.53,15.88,37.79,10.07,-0.018756141,21.38098237
197710,93.74,4.56,10.77,61.6,1977.79,7.52,329.67,16.02,37.88,9.77,-0.029040144,20.57865169
197711,94.28,4.61,10.83,61.9,1977.87,7.58,329.96,16.15,37.9,9.77,0.000879668,20.43095975
197712,93.82,4.67,10.89,62.1,1977.96,7.69,327.29,16.29,37.99,9.68,-0.00809189,20.09146716
197801,90.25,4.71,10.9,62.5,1978.04,7.96,312.82,16.34,37.78,9.24,-0.044211556,19.14443084
197802,88.98,4.76,10.91,62.9,1978.12,8.03,306.46,16.38,37.58,9.05,-0.020331181,18.70940171
197803,88.82,4.8,10.92,63.4,1978.21,8.04,303.5,16.4,37.31,8.95,-0.009658683,18.50609756
197804,92.71,4.84,11.02,63.9,1978.29,8.15,314.31,16.4,37.37,9.26,0.035617792,19.1652439
197805,97.41,4.87,11.13,64.5,1978.37,8.35,327.17,16.37,37.37,9.63,0.04091502,19.98594991
197806,97.66,4.91,11.23,65.2,1978.46,8.46,324.49,16.31,37.31,9.55,-0.00819146,19.89515635
197807,97.19,4.95,11.34,65.7,1978.54,8.64,320.47,16.31,37.4,9.43,-0.012388671,19.64868179
197808,103.9,4.98,11.46,66,1978.62,8.41,341.04,16.36,37.61,10.02,0.064186975,20.84596577
197809,103.9,5.02,11.57,66.5,1978.71,8.42,338.47,16.35,37.69,9.94,-0.007535773,20.70152905
197810,100.6,5.04,11.82,67.1,1978.79,8.64,324.79,16.26,38.17,9.53,-0.040417171,19.97478475
197811,94.71,5.05,12.08,67.4,1978.87,8.81,304.42,16.24,38.82,8.93,-0.062717448,18.74507389
197812,96.11,5.07,12.33,67.7,1978.96,9.01,307.55,16.22,39.46,9.01,0.010281847,18.96115906
197901,99.71,5.11,12.65,68.3,1979.04,9.1,316.26,16.22,40.13,9.26,0.028320598,19.49815043
197902,98.23,5.16,12.98,69.1,1979.12,9.1,307.96,16.17,40.68,9,-0.026244229,19.04514533
197903,100.1,5.2,13.3,69.8,1979.21,9.12,310.68,16.14,41.28,9.07,0.008832316,19.24907063
197904,102.1,5.25,13.53,70.6,1979.29,9.18,313.29,16.1,41.51,9.13,0.008400927,19.45900621
197905,99.73,5.29,13.75,71.5,1979.37,9.25,302.17,16.04,41.67,8.79,-0.03549427,18.83852868
197906,101.7,5.34,13.98,72.3,1979.46,8.91,304.73,16,41.89,8.85,0.008472052,19.045625
197907,102.7,5.4,14.2,73.1,1979.54,8.95,304.36,15.99,42.07,8.83,-0.00121419,19.0343965
197908,107.4,5.45,14.41,73.8,1979.62,9.03,315.27,16.01,42.31,9.13,0.035845709,19.69206746
197909,108.6,5.51,14.63,74.6,1979.71,9.33,315.37,16,42.49,9.11,0.000317188,19.710625
197910,104.5,5.56,14.71,75.2,1979.79,10.3,301.04,16.01,42.37,8.68,-0.045438691,18.80324797
197911,103.7,5.6,14.78,75.9,1979.87,10.65,295.98,15.99,42.19,8.52,-0.016808398,18.51031895
197912,107.8,5.65,14.86,76.7,1979.96,10.39,304.48,15.96,41.97,8.75,0.028718157,19.07769424
198001,110.9,5.7,15,77.8,1980.04,10.8,308.8,15.87,41.78,8.85,0.014188124,19.45809704
198002,115.3,5.75,15.15,78.9,1980.12,12.41,316.58,15.79,41.59,9.05,0.025194301,20.04939835
198003,104.7,5.8,15.29,80.1,1980.21,12.75,283.17,15.69,41.35,8.08,-0.105534146,18.04780115
198004,103,5.85,15.17,81,1980.29,11.47,275.48,15.64,40.58,7.84,-0.027156832,17.61381074
198005,107.7,5.89,15.06,81.8,1980.37,10.18,285.23,15.61,39.88,8.1,0.035392769,18.27226137
198006,114.6,5.94,14.94,82.7,1980.46,9.78,300.2,15.56,39.14,8.51,0.05248396,19.29305913
198007,119.8,5.98,14.84,82.7,1980.54,10.25,313.82,15.67,38.87,8.88,0.045369753,20.02680281
198008,123.5,6.03,14.74,83.3,1980.62,11.1,321.18,15.67,38.33,9.07,0.023452935,20.49649011
198009,126.5,6.07,14.64,84,1980.71,11.51,326.24,15.65,37.76,9.2,0.015754406,20.84600639
198010,130.2,6.1,14.7,84.8,1980.79,11.75,332.62,15.58,37.55,9.36,0.019556155,21.3491656
198011,135.7,6.13,14.76,85.5,1980.87,12.68,343.83,15.53,37.4,9.65,0.033702123,22.13972956
198012,133.5,6.16,14.82,86.3,1980.96,12.84,335.12,15.46,37.2,9.39,-0.025332286,21.67658473
198101,133,6.2,14.74,87,1981.04,12.57,331.18,15.44,36.7,9.26,-0.011756983,21.44948187
198102,128.4,6.24,14.66,87.9,1981.12,13.19,316.45,15.38,36.13,8.83,-0.044477324,20.57542263
198103,133.2,6.28,14.58,88.5,1981.21,13.12,326.06,15.37,35.69,9.08,0.030368147,21.21405335
198104,134.4,6.32,14.72,89.1,1981.29,13.68,326.78,15.36,35.8,9.09,0.002208183,21.27473958
198105,131.7,6.35,14.87,89.8,1981.37,14.1,317.72,15.33,35.86,8.82,-0.027725075,20.72537508
198106,132.3,6.39,15.01,90.6,1981.46,13.47,316.35,15.28,35.89,8.77,-0.004311973,20.70353403
198107,129.1,6.43,15.1,91.6,1981.54,14.28,305.32,15.21,35.7,8.45,-0.034866445,20.07363577
198108,129.6,6.48,15.18,92.3,1981.62,14.94,304.18,15.2,35.64,8.4,-0.003733788,20.01184211
198109,118.3,6.52,15.27,93.2,1981.71,15.32,274.98,15.16,35.49,7.58,-0.095995792,18.13852243
198110,119.8,6.56,15.3,93.4,1981.79,15.15,277.87,15.21,35.49,7.65,0.010509855,18.26890204
198111,122.9,6.59,15.33,93.7,1981.87,13.39,284.15,15.24,35.44,7.81,0.022600497,18.64501312
198112,123.8,6.63,15.36,94,1981.96,13.72,285.31,15.28,35.4,7.83,0.004082351,18.67212042
198201,117.3,6.66,15.18,94.3,1982.04,14.59,269.47,15.3,34.87,7.39,-0.055518559,17.6124183
198202,114.5,6.69,14.99,94.6,1982.12,14.43,262.21,15.32,34.33,7.18,-0.026941775,17.11553525
198203,110.8,6.72,14.81,94.5,1982.21,13.86,254,15.41,33.95,6.95,-0.031310781,16.48280337
198204,116.3,6.75,14.6,94.9,1982.29,13.87,265.49,15.41,33.32,7.26,0.04523622,17.2284231
198205,116.4,6.78,14.38,95.8,1982.37,13.62,263.22,15.33,32.53,7.19,-0.008550228,17.1702544
198206,109.7,6.81,14.17,97,1982.46,14.3,245,15.21,31.65,6.69,-0.069219664,16.1078238
198207,109.4,6.82,13.97,97.5,1982.54,13.95,243.08,15.16,31.03,6.64,-0.007836735,16.03430079
198208,109.7,6.84,13.76,97.7,1982.62,13.06,243.24,15.16,30.52,6.64,0.00065822,16.04485488
198209,122.4,6.85,13.56,97.9,1982.71,12.34,270.85,15.16,30.01,7.4,0.113509291,17.86609499
198210,132.7,6.86,13.25,98.2,1982.79,10.91,292.75,15.13,29.24,8,0.080856563,19.34897555
198211,138.1,6.86,12.95,98,1982.87,10.55,305.28,15.17,28.62,8.35,0.042801025,20.12392881
198212,139.4,6.87,12.64,97.6,1982.96,10.54,309.42,15.25,28.06,8.47,0.013561321,20.28983607
198301,144.3,6.88,12.57,97.8,1983.04,10.46,319.64,15.25,27.84,8.76,0.033029539,20.96
198302,146.8,6.9,12.49,97.9,1983.12,10.72,324.84,15.26,27.65,8.91,0.016268302,21.2870249
198303,151.9,6.91,12.42,97.9,1983.21,10.51,336.13,15.29,27.48,9.23,0.034755572,21.98364944
198304,157.7,6.92,12.48,98.6,1983.29,10.4,346.49,15.2,27.41,9.53,0.030821408,22.79539474
198305,164.1,6.93,12.53,99.2,1983.37,10.38,358.37,15.13,27.37,9.87,0.034286704,23.6860542
198306,166.4,6.94,12.59,99.5,1983.46,10.85,362.29,15.11,27.41,10,0.010938416,23.97683653
198307,167,6.96,12.83,99.9,1983.54,11.38,362.14,15.09,27.82,10.01,-0.000414033,23.99867462
198308,162.4,6.98,13.06,100.2,1983.62,11.85,351.11,15.09,28.24,9.73,-0.030457834,23.26772697
198309,167.2,7,13.3,100.7,1983.71,11.65,359.7,15.06,28.61,9.98,0.024465267,23.88446215
198310,167.7,7.03,13.54,101,1983.79,11.54,359.7,15.08,29.05,10,0,23.85278515
198311,165.2,7.06,13.79,101.2,1983.87,11.69,353.64,15.11,29.51,9.85,-0.016847373,23.40436797
198312,164.4,7.09,14.03,101.3,1983.96,11.83,351.58,15.16,30,9.82,-0.005825133,23.19129288
198401,166.4,7.12,14.44,101.9,1984.04,11.67,353.76,15.14,30.7,9.89,0.00620058,23.3659181
198402,157.3,7.15,14.85,102.4,1984.12,11.84,332.78,15.13,31.42,9.32,-0.059305744,21.99471249
198403,157.4,7.18,15.26,102.6,1984.21,12.32,332.34,15.16,32.22,9.33,-0.001322195,21.92216359
198404,157.6,7.22,15.57,103.1,1984.29,12.63,331.15,15.18,32.72,9.31,-0.00358067,21.81488801
198405,156.6,7.27,15.89,103.4,1984.37,13.41,328.1,15.22,33.28,9.23,-0.009210328,21.55716163
198406,153.1,7.31,16.2,103.7,1984.46,13.56,319.84,15.27,33.84,9.01,-0.025175251,20.94564506
198407,151.1,7.33,16.32,104.1,1984.54,13.36,314.44,15.26,33.96,8.87,-0.016883442,20.60550459
198408,164.4,7.36,16.44,104.5,1984.62,12.72,340.81,15.25,34.08,9.62,0.083863376,22.34819672
198409,166.1,7.38,16.56,105,1984.71,12.52,342.7,15.23,34.17,9.69,0.005545612,22.5016415
198410,164.8,7.43,16.59,105.3,1984.79,12.16,339.05,15.29,34.12,9.6,-0.010650715,22.17462394
198411,166.3,7.48,16.61,105.3,1984.87,11.57,342.13,15.39,34.18,9.69,0.009084206,22.23066927
198412,164.5,7.53,16.64,105.3,1984.96,11.5,338.43,15.49,34.23,9.6,-0.010814603,21.84828922
198501,171.6,7.57,16.56,105.5,1985.04,11.38,352.37,15.55,34,10,0.041190202,22.66045016
198502,180.9,7.62,16.47,106,1985.12,11.51,369.71,15.57,33.67,10.49,0.049209638,23.74502248
198503,179.4,7.66,16.39,106.4,1985.21,11.86,365.27,15.6,33.37,10.37,-0.012009413,23.41474359
198504,180.6,7.69,16.13,106.9,1985.29,11.43,365.99,15.58,32.69,10.4,0.001971145,23.49101412
198505,184.9,7.71,15.87,107.3,1985.37,10.85,373.31,15.57,32.04,10.61,0.020000546,23.97623635
198506,188.9,7.74,15.61,107.6,1985.46,10.16,380.32,15.58,31.43,10.81,0.018777959,24.41078306
198507,192.5,7.77,15.48,107.8,1985.54,10.31,386.85,15.62,31.12,11,0.017169752,24.76632522
198508,188.3,7.81,15.36,108,1985.62,10.33,377.71,15.66,30.8,10.74,-0.023626729,24.11941252
198509,184.1,7.84,15.23,108.3,1985.71,10.37,368.26,15.68,30.47,10.47,-0.025019195,23.48596939
198510,186.2,7.86,15.02,108.7,1985.79,10.24,371.09,15.66,29.94,10.55,0.007684788,23.69667944
198511,197.5,7.88,14.82,109,1985.87,9.78,392.53,15.66,29.45,11.16,0.057775742,25.06577267
198512,207.3,7.9,14.61,109.3,1985.96,9.26,410.88,15.66,28.96,11.69,0.046748019,26.23754789
198601,208.2,7.94,14.58,109.6,1986.04,9.19,411.53,15.69,28.82,11.72,0.00158197,26.22880816
198602,219.4,7.98,14.55,109.3,1986.12,8.7,434.86,15.82,28.84,12.39,0.056690885,27.48798989
198603,232.3,8.02,14.52,108.8,1986.21,7.78,462.54,15.97,28.91,13.19,0.06365267,28.96305573
198604,238,8.05,14.58,108.6,1986.29,7.3,474.76,16.05,29.09,13.55,0.026419337,29.58006231
198605,238.5,8.07,14.65,108.9,1986.37,7.71,474.45,16.06,29.14,13.56,-0.000652961,29.54234122
198606,245.3,8.1,14.71,109.5,1986.46,7.8,485.3,16.03,29.1,13.89,0.022868585,30.27448534
198607,240.2,8.14,14.76,109.5,1986.54,7.3,475.21,16.11,29.19,13.62,-0.020791263,29.49782744
198608,245,8.19,14.8,109.7,1986.62,7.17,483.83,16.17,29.23,13.89,0.018139349,29.92145949
198609,238.3,8.23,14.85,110.2,1986.71,7.45,468.46,16.18,29.19,13.47,-0.031767356,28.95302843
198610,237.4,8.25,14.73,110.3,1986.79,7.43,466.27,16.2,28.92,13.43,-0.004674892,28.78209877
198611,245.1,8.26,14.6,110.4,1986.87,7.25,480.96,16.21,28.66,13.87,0.031505351,29.67057372
198612,248.6,8.28,14.48,110.5,1986.96,7.11,487.38,16.23,28.39,14.09,0.013348303,30.02957486
198701,264.5,8.3,14.69,111.2,1987.04,7.08,515.29,16.17,28.61,14.92,0.057265378,31.86703772
198702,280.9,8.32,14.89,111.6,1987.12,7.25,545.28,16.15,28.91,15.82,0.058200237,33.76346749
198703,292.5,8.34,15.1,112.1,1987.21,7.25,565.26,16.12,29.18,16.43,0.036641725,35.06575682
198704,289.3,8.4,14.87,112.7,1987.29,8.02,556.1,16.15,28.59,16.2,-0.016204932,34.43343653
198705,289.1,8.46,14.65,113.1,1987.37,8.61,553.75,16.2,28.05,16.16,-0.004225859,34.18209877
198706,301.4,8.52,14.42,113.5,1987.46,8.4,575.28,16.26,27.52,16.83,0.038880361,35.3800738
198707,310.1,8.57,14.9,113.8,1987.54,8.45,590.32,16.31,28.36,17.31,0.026143791,36.19374617
198708,329.4,8.61,15.38,114.4,1987.62,8.76,623.78,16.31,29.12,18.33,0.056681122,38.24524831
198709,318.7,8.66,15.86,115,1987.71,9.42,600.36,16.31,29.88,17.68,-0.037545288,36.80931944
198710,280.2,8.71,16.41,115.3,1987.79,9.52,526.46,16.37,30.83,15.53,-0.123092811,32.16004887
198711,245,8.76,16.95,115.4,1987.87,8.86,459.93,16.44,31.83,13.59,-0.126372374,27.97627737
198712,241,8.81,17.5,115.4,1987.96,8.99,452.42,16.54,32.85,13.39,-0.016328572,27.35308343
198801,250.5,8.86,17.86,115.7,1988.04,8.67,469.03,16.58,33.45,13.9,0.036713673,28.28890229
198802,258.1,8.9,18.23,116,1988.12,8.21,482.02,16.63,34.04,14.3,0.027695457,28.98496693
198803,265.7,8.95,18.59,116.5,1988.21,8.37,494.08,16.64,34.57,14.67,0.025019709,29.69230769
198804,262.6,9.04,19.62,117.1,1988.29,8.72,485.81,16.73,36.29,14.43,-0.01673818,29.03825463
198805,256.1,9.14,20.64,117.5,1988.37,9.09,472.17,16.85,38.06,14.03,-0.02807682,28.02195846
198806,270.7,9.23,21.67,118,1988.46,8.92,496.98,16.95,39.78,14.77,0.052544634,29.32035398
198807,269.1,9.31,22.02,118.5,1988.54,9.06,491.96,17.01,40.26,14.61,-0.01010101,28.9218107
198808,263.7,9.38,22.38,119,1988.62,9.26,480.06,17.08,40.74,14.24,-0.024188958,28.10655738
198809,268,9.46,22.73,119.8,1988.71,8.98,484.63,17.11,41.1,14.37,0.009519643,28.32437171
198810,277.4,9.55,23.07,120.2,1988.79,8.8,499.96,17.21,41.58,14.81,0.031632379,29.050552
198811,271,9.64,23.42,120.3,1988.87,8.96,488.02,17.36,42.17,14.45,-0.023881911,28.11175115
198812,276.5,9.73,23.76,120.5,1988.96,9.11,497.09,17.49,42.72,14.7,0.018585304,28.42138365
198901,285.4,9.81,24.16,121.1,1989.04,9.09,510.55,17.56,43.22,15.09,0.027077592,29.07460137
198902,294,9.9,24.56,121.6,1989.12,9.17,523.77,17.63,43.75,15.47,0.025893644,29.70901872
198903,292.7,9.98,24.96,122.3,1989.21,9.36,518.47,17.68,44.21,15.3,-0.010118945,29.32522624
198904,302.3,10.09,25.05,123.1,1989.29,9.18,532,17.75,44.08,15.69,0.026096013,29.97183099
198905,313.9,10.19,25.13,123.8,1989.37,8.86,549.29,17.84,43.98,16.19,0.0325,30.78979821
198906,323.7,10.3,25.22,124.1,1989.46,8.28,565.07,17.98,44.03,16.64,0.028727994,31.42769744
198907,331.9,10.42,24.71,124.4,1989.54,8.02,577.99,18.15,43.03,17.01,0.022864424,31.84517906
198908,346.6,10.55,24.2,124.6,1989.62,8.11,602.62,18.34,42.08,17.73,0.042613194,32.85823337
198909,347.3,10.67,23.69,125,1989.71,8.19,601.9,18.49,41.06,17.71,-0.001194783,32.55273121
198910,347.4,10.8,23.43,125.6,1989.79,8.01,599.2,18.62,40.41,17.64,-0.004485795,32.18045113
198911,340.2,10.92,23.16,125.9,1989.87,7.87,585.38,18.8,39.86,17.24,-0.023064085,31.13723404
198912,348.6,11.05,22.9,126.1,1989.96,7.84,598.88,18.98,39.34,17.65,0.023061943,31.55321391
199001,339.97,11.14,22.49,127.4,1990.04,8.21,578.1,18.94,38.24,17.05,-0.034698103,30.52270327
199002,330.45,11.23,22.08,128,1990.12,8.47,559.28,19.01,37.37,16.51,-0.032554921,29.4203051
199003,338.46,11.32,21.67,128.7,1990.21,8.59,569.72,19.05,36.48,16.83,0.018666857,29.90656168
199004,338.18,11.44,21.53,128.9,1990.29,8.79,568.36,19.22,36.19,16.81,-0.002387138,29.57127992
199005,350.25,11.55,21.4,129.2,1990.37,8.76,587.28,19.37,35.88,17.39,0.033288761,30.31905008
199006,360.39,11.67,21.26,129.9,1990.46,8.48,601.03,19.46,35.46,17.82,0.023413023,30.88540596
199007,360.03,11.73,21.42,130.4,1990.54,8.47,598.12,19.48,35.59,17.75,-0.004841688,30.70431211
199008,330.75,11.78,21.58,131.6,1990.62,8.75,544.47,19.4,35.52,16.17,-0.08969772,28.06546392
199009,315.41,11.84,21.74,132.7,1990.71,8.89,514.91,19.33,35.49,15.3,-0.054291329,26.6378686
199010,307.12,11.93,21.61,133.5,1990.79,8.72,498.38,19.35,35.06,14.82,-0.032102698,25.75607235
199011,315.29,12.01,21.47,133.8,1990.87,8.39,510.49,19.45,34.77,15.19,0.024298728,26.24627249
199012,328.75,12.1,21.34,133.8,1990.96,8.08,532.28,19.59,34.55,15.85,0.04268448,27.17100562
199101,325.49,12.11,21.18,134.6,1991.04,8.09,523.87,19.49,34.09,15.61,-0.015799955,26.87891226
199102,362.26,12.11,21.03,134.8,1991.12,7.85,582.19,19.47,33.79,17.35,0.111325329,29.90190036
199103,372.28,12.12,20.87,135,1991.21,8.11,597.4,19.45,33.49,17.82,0.026125492,30.71465296
199104,379.68,12.13,20.36,135.2,1991.29,8.04,608.38,19.44,32.63,18.16,0.018379645,31.29526749
199105,377.99,12.14,19.86,135.6,1991.37,8.07,603.88,19.39,31.72,18.04,-0.007396693,31.1438886
199106,378.29,12.15,19.35,136,1991.46,8.28,602.58,19.35,30.82,18.02,-0.002152746,31.14108527
199107,380.23,12.19,18.84,136.2,1991.54,8.27,604.78,19.39,29.97,18.1,0.003650968,31.19030428
199108,389.4,12.24,18.33,136.6,1991.62,7.9,617.56,19.41,29.07,18.51,0.021131651,31.81658939
199109,387.2,12.28,17.82,137.2,1991.71,7.65,611.38,19.39,28.14,18.36,-0.010007125,31.53068592
199110,386.88,12.25,17.2,137.4,1991.79,7.53,609.99,19.32,27.12,18.35,-0.002273545,31.57298137
199111,385.92,12.23,16.59,137.8,1991.87,7.42,606.71,19.22,26.08,18.29,-0.005377137,31.56659729
199112,388.51,12.2,15.97,137.9,1991.96,7.09,610.34,19.17,25.09,18.44,0.005983089,31.83828899
199201,416.08,12.24,16.05,138.1,1992.04,7.03,652.7,19.2,25.17,19.77,0.069403939,33.99479167
199202,412.56,12.28,16.12,138.6,1992.12,7.34,644.84,19.19,25.2,19.58,-0.012042286,33.60291819
199203,407.36,12.32,16.2,139.3,1992.21,7.54,633.52,19.16,25.19,19.28,-0.017554742,33.06471816
199204,407.41,12.32,16.48,139.5,1992.29,7.48,632.69,19.13,25.6,19.3,-0.00131014,33.07318348
199205,414.81,12.32,16.77,139.7,1992.37,7.39,643.26,19.1,26,19.66,0.016706444,33.67853403
199206,408.27,12.32,17.05,140.2,1992.46,7.26,630.86,19.04,26.35,19.32,-0.019276809,33.13340336
199207,415.05,12.34,17.38,140.5,1992.54,6.84,639.96,19.03,26.8,19.62,0.014424754,33.62900683
199208,417.93,12.37,17.71,140.9,1992.62,6.59,642.57,19.01,27.23,19.72,0.00407838,33.80168332
199209,418.48,12.39,18.04,141.3,1992.71,6.42,641.6,19,27.66,19.71,-0.001509563,33.76842105
199210,412.5,12.39,18.39,141.8,1992.79,6.59,630.2,18.92,28.1,19.37,-0.01776808,33.30866808
199211,422.84,12.38,18.74,142,1992.87,6.87,645.09,18.89,28.59,19.83,0.02362742,34.14981472
199212,435.64,12.38,19.09,141.9,1992.96,6.77,665.08,18.9,29.14,20.45,0.030987924,35.18941799
199301,435.23,12.41,19.34,142.6,1993.04,6.6,661.2,18.86,29.38,20.32,-0.005833885,35.0583245
199302,441.7,12.45,19.59,143.1,1993.12,6.26,668.68,18.84,29.66,20.55,0.011312765,35.492569
199303,450.16,12.48,19.84,143.6,1993.21,5.98,679.11,18.83,29.93,20.86,0.015597894,36.0653213
199304,443.08,12.49,19.67,144,1993.29,5.97,666.58,18.8,29.59,20.46,-0.018450619,35.45638298
199305,445.25,12.51,19.5,144.2,1993.37,6.04,668.91,18.79,29.3,20.52,0.003495454,35.59925492
199306,448.06,12.52,19.33,144.4,1993.46,5.96,672.2,18.78,29,20.61,0.004918449,35.79339723
199307,447.29,12.52,19.69,144.4,1993.54,5.81,671.05,18.78,29.54,20.57,-0.0017108,35.73216187
199308,454.13,12.52,20.05,144.8,1993.62,5.68,679.43,18.73,30,20.81,0.012487892,36.27495996
199309,459.24,12.52,20.41,145.1,1993.71,5.36,685.65,18.69,30.47,20.99,0.009154733,36.68539326
199310,463.9,12.54,20.9,145.7,1993.79,5.33,689.76,18.65,31.08,21.11,0.005994312,36.9844504
199311,462.89,12.56,21.39,145.8,1993.87,5.72,687.78,18.66,31.78,21.04,-0.002870564,36.8585209
199312,465.95,12.58,21.88,145.8,1993.96,5.77,692.33,18.69,32.51,21.17,0.006615488,37.04280364
199401,472.99,12.62,22.16,146.2,1994.04,5.75,700.87,18.7,32.83,21.41,0.012335158,37.47967914
199402,471.58,12.67,22.43,146.7,1994.12,5.97,696.4,18.71,33.13,21.26,-0.006377788,37.22073757
199403,463.81,12.71,22.71,147.2,1994.21,6.48,682.59,18.71,33.42,20.83,-0.019830557,36.48262961
199404,447.23,12.75,23.54,147.4,1994.29,6.97,657.3,18.74,34.6,20.06,-0.037050059,35.07470651
199405,450.9,12.8,24.37,147.5,1994.37,7.18,662.25,18.79,35.79,20.2,0.007530808,35.24481107
199406,454.83,12.84,25.2,148,1994.46,7.1,665.76,18.79,36.89,20.29,0.005300113,35.43161256
199407,451.4,12.87,25.91,148.4,1994.54,7.3,658.96,18.79,37.82,20.07,-0.010213891,35.06971794
199408,464.24,12.9,26.62,149,1994.62,7.24,674.97,18.76,38.7,20.54,0.02429586,35.97921109
199409,466.96,12.93,27.33,149.4,1994.71,7.46,677.11,18.75,39.63,20.58,0.003170511,36.11253333
199410,463.81,13.01,28.42,149.5,1994.79,7.74,672.09,18.86,41.18,20.4,-0.007413862,35.63573701
199411,461.01,13.1,29.51,149.7,1994.87,7.96,667.14,18.95,42.7,20.21,-0.007365085,35.20527704
199412,455.19,13.18,30.6,149.7,1994.96,7.81,658.72,19.07,44.28,19.91,-0.012621039,34.5422129
199501,465.25,13.18,31.25,150.3,1995.04,7.78,670.59,19,45.04,20.22,0.018019796,35.29421053
199502,481.92,13.18,31.9,150.9,1995.12,7.47,691.86,18.92,45.8,20.8,0.031718338,36.56765328
199503,493.15,13.18,32.55,151.4,1995.21,7.2,705.64,18.86,46.58,21.15,0.019917324,37.41463415
199504,507.91,13.24,33.18,151.9,1995.29,7.06,724.37,18.89,47.32,21.64,0.02654328,38.34674431
199505,523.81,13.31,33.8,152.2,1995.37,6.63,745.57,18.94,48.11,22.2,0.029266811,39.36483633
199506,539.35,13.37,34.43,152.5,1995.46,6.17,766.18,18.99,48.91,22.72,0.02764328,40.34649816
199507,557.37,13.44,34.68,152.5,1995.54,6.28,791.78,19.09,49.27,23.38,0.033412514,41.47616553
199508,559.11,13.51,34.93,152.9,1995.62,6.49,792.17,19.14,49.49,23.28,0.000492561,41.38819227
199509,578.77,13.58,35.18,153.2,1995.71,6.2,818.42,19.2,49.75,23.95,0.033136827,42.62604167
199510,582.92,13.65,34.77,153.7,1995.79,6.04,821.61,19.24,49.01,23.93,0.003897754,42.70322245
199511,595.53,13.72,34.37,153.6,1995.87,5.93,839.93,19.35,48.47,24.35,0.022297684,43.40723514
199512,614.57,13.79,33.96,153.5,1995.96,5.71,867.35,19.46,47.93,25.03,0.032645578,44.5709147
199601,614.42,13.89,33.99,154.4,1996.04,5.65,862.08,19.49,47.69,24.76,-0.006075979,44.2319138
199602,649.54,14,34.01,154.9,1996.12,5.81,908.42,19.58,47.57,25.98,0.053753712,46.39530133
199603,647.07,14.1,34.04,155.7,1996.21,6.27,900.31,19.62,47.36,25.63,-0.008927589,45.88735984
199604,647.17,14.16,34.33,156.3,1996.29,6.51,897,19.62,47.58,25.43,-0.003676511,45.71865443
199605,661.23,14.21,34.62,156.6,1996.37,6.74,914.73,19.66,47.89,25.81,0.019765886,46.52746694
199606,668.5,14.27,34.91,156.7,1996.46,6.91,924.19,19.73,48.26,25.97,0.01034185,46.84186518
199607,644.07,14.4,35.27,157,1996.54,6.87,888.72,19.87,48.67,24.86,-0.038379554,44.7267237
199608,662.68,14.53,35.64,157.3,1996.62,6.64,912.65,20.01,49.08,25.41,0.026926366,45.60969515
199609,674.88,14.66,36,157.8,1996.71,6.83,926.51,20.13,49.42,25.68,0.015186545,46.02632886
199610,701.46,14.74,36.91,158.3,1996.79,6.53,959.96,20.17,50.51,26.48,0.036103226,47.59345563
199611,735.67,14.82,37.82,158.6,1996.87,6.2,1004.87,20.24,51.66,27.59,0.046783199,49.64772727
199612,743.25,14.9,38.73,158.6,1996.96,6.3,1015.23,20.35,52.9,27.72,0.010309791,49.88845209
199701,766.22,14.95,39.23,159.1,1997.04,6.58,1043.31,20.36,53.42,28.33,0.027658757,51.24312377
